2.817674, 2.743569, 2.668016, 2.659616, 2.606241, 2.60052, 2.600404, 2.524191, 2.523318, 2.523266, 2.520849, 2.407014, 2.169404, 2.162042, 2.118619, 2.06975, 2.034792, 2.034707, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.791029, 1.77554, 1.678291, 1.476623, 1.282394, 0.9680467, 
2.750443, 2.668015, 2.667004, 2.658031, 2.656241, 2.604855, 2.603552, 2.603434, 2.602347, 2.601213, 2.600235, 2.569075, 2.523293, 2.523223, 2.49372, 2.493599, 2.43428, 2.432754, 2.432476, 2.330547, 2.247498, 2.125134, 2.124068, 2.118055, 2.034915, 2.030046, 1.999, 1.999, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.998, 1.995, 1.995, 1.995, 1.834048, 1.81766, 1.775615, 1.667218, 1.612993, 1.598182, 0, 0, 
3.264308, 2.949221, 2.75854, 2.667419, 2.667224, 2.666745, 2.666737, 2.665891, 2.665848, 2.658072, 2.657595, 2.656606, 2.607565, 2.605987, 2.604044, 2.603462, 2.603358, 2.603196, 2.601187, 2.599694, 2.596457, 2.584742, 2.583734, 2.523834, 2.523266, 2.523218, 2.3222, 2.247498, 2.240592, 2.239389, 2.121132, 1.998, 1.998, 1.997, 1.996, 1.995, 1.994722, 1.964, 1.950566, 1.867472, 1.798527, 1.795017, 1.456674, 1.453824, 1.065845, 0.9873481, 0, 0, 0, 0, 
3.26419, 3.25809, 3.257835, 3.105203, 2.778811, 2.766537, 2.750429, 2.70121, 2.69806, 2.667408, 2.667402, 2.667224, 2.667027, 2.666787, 2.658118, 2.65762, 2.657584, 2.6562, 2.656068, 2.604236, 2.603648, 2.603611, 2.603549, 2.603452, 2.603279, 2.599882, 2.536498, 2.523319, 2.523223, 2.520223, 2.496343, 2.245698, 2.21924, 2.131259, 2.123603, 2.110004, 2.048393, 1.998, 1.998, 1.996, 1.994, 1.936847, 1.688316, 1.616138, 1.478737, 1.291208, 0.9615188, 0, 0, 0, 
3.264321, 3.263477, 3.262982, 3.261676, 3.258115, 3.258091, 3.258087, 3.258084, 3.257819, 3.25603, 3.074492, 2.873784, 2.847675, 2.758308, 2.699839, 2.667957, 2.666891, 2.666395, 2.66611, 2.665763, 2.665741, 2.665736, 2.656241, 2.655963, 2.602906, 2.602602, 2.601641, 2.601572, 2.600607, 2.600102, 2.57592, 2.503933, 2.43182, 2.385802, 2.302758, 2.270915, 2.150583, 2.12513, 1.999, 1.999, 1.998, 1.998, 1.997, 1.994, 1.923213, 1.889519, 1.724204, 0, 0, 0, 
3.264497, 3.264497, 3.264437, 3.26442, 3.264115, 3.26242, 3.261795, 3.258144, 3.258087, 3.258084, 3.258056, 3.258048, 3.257953, 3.25784, 3.25617, 3.256137, 3.254019, 3.252393, 3.14263, 2.996825, 2.719185, 2.666386, 2.666003, 2.665751, 2.665003, 2.602036, 2.601384, 2.599753, 2.558088, 2.51932, 2.491929, 2.178339, 2.094117, 2, 1.999, 1.998, 1.998, 1.997, 1.996, 1.994, 1.994, 1.789102, 1.381654, 0.9253263, 0.5258412, 0, 0, 0, 0, 0, 
3.264524, 3.264497, 3.264476, 3.264467, 3.264452, 3.264393, 3.264259, 3.263273, 3.262732, 3.262467, 3.260148, 3.257318, 3.257229, 3.256142, 3.256078, 3.255329, 3.251245, 2.666402, 2.665764, 2.604197, 2.603639, 2.603383, 2.601849, 2.601796, 2.601692, 2.601425, 2.600361, 2.59925, 2.44818, 2.334697, 2.090393, 2, 1.999, 1.999, 1.998, 1.998, 1.998, 1.998, 1.997, 1.996, 1.994, 1.863876, 1.683196, 1.554572, 1.439204, 1.343027, 0, 0, 0, 0, 
3.264476, 3.264357, 3.264321, 3.26362, 3.263472, 3.262297, 3.261533, 3.259524, 3.258529, 3.258172, 3.258097, 3.258093, 3.258086, 3.25808, 3.25784, 3.257792, 3.257502, 3.257396, 3.257329, 3.257318, 3.257016, 3.256315, 3.25609, 3.255193, 3.25438, 3.253814, 2.760824, 2.666385, 2.666223, 2.604272, 2.604073, 2.603425, 2.603425, 2.603383, 2.602464, 2.602344, 2.601848, 2.601383, 2.601073, 2.574391, 2, 1.999, 1.999, 1.998, 1.997, 1.936475, 0, 0, 0, 0, 
3.264417, 3.264398, 3.263676, 3.263614, 3.263436, 3.262867, 3.262457, 3.260526, 3.258144, 3.258144, 3.258101, 3.258071, 3.25807, 3.25784, 3.257488, 3.257178, 3.25708, 3.256515, 3.256083, 3.25584, 3.255075, 3.254792, 3.240702, 2.76082, 2.665554, 2.657093, 2.61291, 2.606384, 2.605394, 2.604338, 2.603446, 2.603425, 2.603384, 2.602906, 2.602798, 2.601222, 2.600012, 2.599678, 2.245698, 2, 1.999, 1.998, 1.998, 1.998, 0, 0, 0, 0, 0, 0, 
3.26453, 3.264396, 3.264356, 3.264285, 3.26353, 3.263458, 3.263445, 3.261038, 3.260534, 3.260519, 3.259681, 3.258867, 3.25884, 3.258609, 3.258118, 3.258098, 3.258096, 3.258093, 3.258086, 3.258042, 3.257331, 3.257193, 3.257154, 3.257064, 3.256812, 3.256283, 3.255175, 2.905224, 2.665745, 2.606425, 2.606383, 2.604248, 2.603384, 2.603235, 2.602384, 2.601577, 2.60134, 2.600399, 2.600384, 2.600227, 2.56401, 2, 1.999, 1.999, 1.998, 1.997, 1.721446, 0, 0, 0, 
